Schedule name,Environment name,Schedule run date,Animal ID,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Single Trial Result - Condition (1),Single Trial Result - Condition (2),Single Trial Result - Condition (3),Single Trial Result - Condition (4),Single Trial Result - Condition (5),Single Trial Result - Condition (6),Single Trial Result - Condition (7),Single Trial Result - Condition (8),Single Trial Result - Condition (9),Single Trial Result - Condition (10),Single Trial Result - Condition (11),Single Trial Result - Condition (12),Single Trial Result - Condition (13),Single Trial Result - Condition (14),Single Trial Result - Condition (15),Single Trial Result - Condition (16),Single Trial Result - Condition (17),Single Trial Result - Condition (18),Single Trial Result - Condition (19),Single Trial Result - Condition (20),Single Trial Result - Condition (21),Single Trial Result - Condition (22),Single Trial Result - Condition (23),Single Trial Result - Condition (24),Single Trial Result - Condition (25),Single Trial Result - Condition (26),Single Trial Result - Condition (27),Single Trial Result - Condition (28),Single Trial Result - Condition (29),Single Trial Result - Condition (30),Single Trial Result - Trial Percent Correct (1),Single Trial Result - Trial Percent Correct (2),Single Trial Result - Trial Percent Correct (3),Single Trial Result - Trial Percent Correct (4),Single Trial Result - Trial Percent Correct (5),Single Trial Result - Trial Percent Correct (6),Single Trial Result - Trial Percent Correct (7),Single Trial Result - Trial Percent Correct (8),Single Trial Result - Trial Percent Correct (9),Single Trial Result - Trial Percent Correct (10),Single Trial Result - Trial Percent Correct (11),Single Trial Result - Trial Percent Correct (12),Single Trial Result - Trial Percent Correct (13),Single Trial Result - Trial Percent Correct (14),Single Trial Result - Trial Percent Correct (15),Single Trial Result - Trial Percent Correct (16),Single Trial Result - Trial Percent Correct (17),Single Trial Result - Trial Percent Correct (18),Single Trial Result - Trial Percent Correct (19),Single Trial Result - Trial Percent Correct (20),Single Trial Result - Trial Percent Correct (21),Single Trial Result - Trial Percent Correct (22),Single Trial Result - Trial Percent Correct (23),Single Trial Result - Trial Percent Correct (24),Single Trial Result - Trial Percent Correct (25),Single Trial Result - Trial Percent Correct (26),Single Trial Result - Trial Percent Correct (27),Single Trial Result - Trial Percent Correct (28),Single Trial Result - Trial Percent Correct (29),Single Trial Result - Trial Percent Correct (30),Correct touch latency mean,Correct touch latency detail (1),Correct touch latency detail (2),Correct touch latency detail (3),Correct touch latency detail (4),Correct touch latency detail (5),Correct touch latency detail (6),Correct touch latency detail (7),Correct touch latency detail (8),Correct touch latency detail (9),Correct touch latency detail (10),Correct touch latency detail (11),Correct touch latency detail (12),Correct touch latency detail (13),Correct touch latency detail (14),Correct touch latency detail (15),Correct touch latency detail (16),Correct touch latency detail (17),Correct touch latency detail (18),Correct touch latency detail (19),Correct touch latency detail (20),Correct touch latency detail (21),Correct touch latency detail (22),Correct touch latency detail (23),Correct touch latency detail (24),Correct touch latency detail (25),Correct touch latency detail (26),Correct touch latency detail (27),Correct touch latency detail (28),Correct touch latency detail (29),Correct touch latency detail (30),Blank Touch Latency detail (1),Blank Touch Latency detail (2),Blank Touch Latency detail (3),Blank Touch Latency detail (4),Blank Touch Latency detail (5),Blank Touch Latency detail (6),Blank Touch Latency detail (7),Blank Touch Latency detail (8),Blank Touch Latency detail (9),Blank Touch Latency detail (10),Blank Touch Latency detail (11),Blank Touch Latency detail (12),Blank Touch Latency detail (13),Blank Touch Latency detail (14),Blank Touch Latency detail (15),Blank Touch Latency detail (16),Blank Touch Latency detail (17),Blank Touch Latency detail (18),Blank Touch Latency detail (19),Blank Touch Latency detail (20),Blank Touch Latency detail (21),Blank Touch Latency detail (22),Blank Touch Latency mean,Correct Reward Collection mean,Correct Reward Collection detail (1),Correct Reward Collection detail (2),Correct Reward Collection detail (3),Correct Reward Collection detail (4),Correct Reward Collection detail (5),Correct Reward Collection detail (6),Correct Reward Collection detail (7),Correct Reward Collection detail (8),Correct Reward Collection detail (9),Correct Reward Collection detail (10),Correct Reward Collection detail (11),Correct Reward Collection detail (12),Correct Reward Collection detail (13),Correct Reward Collection detail (14),Correct Reward Collection detail (15),Correct Reward Collection detail (16),Correct Reward Collection detail (17),Correct Reward Collection detail (18),Correct Reward Collection detail (19),Correct Reward Collection detail (20),Correct Reward Collection detail (21),Correct Reward Collection detail (22),Correct Reward Collection detail (23),Correct Reward Collection detail (24),Correct Reward Collection detail (25),Correct Reward Collection detail (26),Correct Reward Collection detail (27),Correct Reward Collection detail (28),Correct Reward Collection detail (29),Correct Reward Collection detail (30),Day,Sex,Genotype
A_Mouse LD 1 choice v2,Chamber 1 [Env. 17],5/15/2025 14:11,c4m3,1284.981,30,0,96.667,18,0,32.052,52.129,84.303,102.823,136.086,155.863,175.298,235.706,261.004,288.169,406.285,438.758,451.095,470.596,549.295,569.424,717.4,733.863,751.461,812.521,830.416,868.963,929.492,967.342,994.953,1026.401,1057.408,1250.479,1270.517,1284.967,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/16/2025 15:29,c4m3,814.757,30,0,46.667,12,5,38.516,85.932,104.046,133.64,150.16,172.024,190.094,204.267,218.086,230.419,261.647,280.684,293.598,317.525,333.744,351.072,411.512,456.723,481.075,506.052,566.694,580.412,600.877,631.131,662.693,678.909,697.928,753.697,782.849,814.756,0,0,100,100,100,0,100,100,100,100,100,0,100,0,0,0,0,100,0,0,0,100,100,0,0,100,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/19/2025 14:47,c4m3,753.819,30,0,46.667,9,2,18.697,35.724,74.891,95.297,110.59,127.206,142.611,156.018,191.33,227.792,247.528,264.899,280.914,306.692,323.122,357.084,383.457,435.541,463.34,490.942,537.159,557.193,580.527,609.837,633.874,669.824,686.239,712.248,728.56,753.805,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/20/2025 15:07,c4m3,886.918,30,0,50,10,5,26.046,47.445,60.931,88.124,101.663,123.523,140.533,154.725,174.906,193.512,212.133,231.881,246.484,287.632,348.282,391.113,416.531,434.614,457.415,484.57,550.201,577.039,634.271,704.082,745.227,803.288,817.244,838.358,862.296,886.917,0,100,100,100,100,100,100,100,100,0,0,0,100,0,100,0,0,0,0,100,100,0,0,0,0,100,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/21/2025 16:27,c4m3,600,22,0,40.909,8,2,16.456,74.766,96.091,115.205,132.597,145.033,161.825,176.354,216.474,238.275,259.62,278.585,337.43,361.388,408.772,469.431,505.651,523.013,540.908,557.419,575.517,596.464,,,,,,,,,100,0,100,100,100,100,100,100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/22/2025 15:39,c4m3,933.864,30,0,46.667,5,4,21.415,43.514,61.75,75.191,98.095,128.317,163.282,176.683,196.185,216.752,235.285,274.611,346.128,365.318,401.141,415.588,491.062,510.302,535.093,573.113,590.639,623.253,698.043,735.773,803.463,827.967,844.31,865.659,899.942,933.863,100,0,100,100,100,100,100,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,100,100,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/27/2025 16:40,c4m3,718.695,30,0,53.333,10,3,19.425,40.656,56.578,74.854,92.639,107.065,121.395,133.191,167.306,222.884,243.205,263.675,281.58,298.12,337.77,362.471,418.45,436.893,475.681,505.603,525.749,539.584,563.424,581.714,603.039,624.237,644.75,664.859,699.778,718.681,100,0,100,100,100,100,100,100,0,0,0,100,0,0,100,100,100,100,0,0,100,100,0,0,0,0,100,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/28/2025 15:05,c4m3,795.381,30,0,63.333,16,9,20.171,41.585,56.159,76.334,114.353,130.079,146.496,164.979,184.147,205.42,262.086,277.26,299.802,317.537,363.428,385.978,400.294,444.505,466.19,485.75,503.966,538.556,556.261,578.394,593.028,605.693,652.795,735.798,778.626,795.367,100,0,100,0,100,100,100,0,100,0,100,100,0,100,100,0,100,0,100,100,100,100,100,0,100,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/29/2025 16:18,c4m3,742.98,30,0,43.333,6,8,18.064,36.086,56.366,75.43,90.293,112.267,128.822,142.804,164.755,182.469,249.685,298.249,322.613,336.416,354.886,370.005,401.591,421.976,443.057,461.6,479.894,522.282,553.159,571.843,602.617,629.164,645.744,665.342,720.02,742.979,100,0,0,0,100,0,100,100,100,0,100,100,100,100,0,100,0,0,0,0,0,100,0,100,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],5/30/2025 15:02,c4m3,1273.161,30,0,63.333,8,2,30.544,123.62,136.585,245.316,301.449,317.858,339.476,365.919,379.53,394.759,421.345,441.868,476.38,538.266,564.365,634.936,806.462,825.708,868.797,927.028,955.856,979.65,997.275,1025,1048.667,1109.891,1209.029,1235.436,1251.793,1273.16,100,100,100,0,100,0,100,100,100,100,100,100,0,0,100,0,0,0,100,100,0,100,100,100,100,0,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],6/2/2025 15:24,c4m3,1155.93,30,0,66.667,13,7,17.411,34.406,52.171,72.768,91.876,108.832,122.114,150.538,167.475,179.976,193.596,210.011,240.045,269.276,301.32,319.675,338.272,372.607,384.99,486.916,634.829,660.188,791.493,864.897,888.906,931.954,960.626,1017.569,1043.26,1155.929,100,100,100,0,0,100,100,100,100,100,100,0,0,100,0,0,100,0,100,100,0,100,0,0,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],6/3/2025 15:40,c4m3,1483.424,30,0,56.667,3,12,16.906,31.339,53.225,96.452,258.45,397.727,420.058,440.975,479.508,546.518,576.995,596.274,631.041,650.529,692.824,740.921,891.472,907.613,969.851,1003.372,1083.615,1158.371,1195.704,1263.966,1371.103,1388.623,1406.133,1445.647,1462.948,1483.423,100,100,100,100,100,100,100,0,100,0,0,100,0,100,100,0,0,100,100,0,100,100,100,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,F,-
A_Mouse LD 1 choice reversal v3,Chamber 1 [Env. 17],6/4/2025 15:29,c4m3,1290.084,30,0,50,4,5,23.354,43.246,103.941,145.856,158.832,257.579,306.022,374.734,413.208,452.279,465.005,482.857,595.379,643.58,670.524,690.877,798.052,828.843,884.043,903.427,992.98,1018.053,1041.224,1071.507,1094.268,1150.433,1184.23,1219.667,1242.741,1290.083,0,100,100,0,100,100,100,100,0,0,100,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,F,-
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 1 [Env. 17],6/6/2025 16:07,c4m3,798.955,30,0,96.667,75,84,32.227,56.219,78.992,103.867,137.477,161.165,186.824,212.153,235.611,264.991,290.271,316.005,338.965,364.586,388.279,411.663,445.146,468.488,493.607,518.396,572.077,597.704,621.431,645.66,670.237,695.889,723.538,748.43,776.071,798.954,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,1.998,3.984,1.02,0.894,1.771,1.611,1.795,1.872,2.03,0.941,1.457,1.692,2.447,1.31,3.271,1.027,1.447,2.854,1.116,2.466,2.948,4.515,1.045,2.272,2.161,1.23,1.471,4.997,1.092,1.195,,1.523,,,,,,,,,,,,,,,,,,,,,,1.523,1.366,2.284,0.944,0.78,1.011,1.901,1.755,1.11,1.789,1.128,1.786,1.572,1.16,1.489,1.034,1.236,1.133,1.36,1.899,0.857,1.203,0.941,2.429,1.146,1.177,1.286,1.326,1.232,1.322,1.338,,22,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/9/2025 17:10,c4m3,1620.001,23,31,47.826,124,180,30.847,80.079,102.552,126.56,149.692,185.081,209.136,237.118,340.274,374.465,426.342,536.306,588.532,694.484,999.801,1026.066,1137.37,1196.874,1295.162,1333.389,1508.929,1535.585,1567.456,,,,,,,,0,100,100,100,100,100,100,0,100,0,0,0,0,0,100,0,0,0,100,0,100,100,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/10/2025 15:13,c4m3,1255.659,30,12,73.333,212,161,33.302,59.485,86.045,147.265,171.739,196.402,221.656,249.199,421.127,462.879,502.188,530.169,578.528,609.193,642.537,747.796,775.344,800.121,832.459,881.819,936.412,959.58,992.856,1020.397,1053.818,1080.936,1138.485,1200.483,1224.162,1255.657,100,100,0,100,100,100,100,0,100,100,100,0,100,100,0,100,100,100,0,0,100,100,100,100,100,0,0,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/11/2025 15:18,c4m3,997.674,30,7,76.667,149,134,30.202,53.193,83.838,109.213,133.141,156.814,179.946,207.005,258.962,283.841,308.375,335.231,360.098,384.436,410.448,462.095,517.483,539.973,567.297,622.839,650.656,674.141,704.96,731.629,778.921,807.125,885.032,915.057,965.53,997.673,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,100,100,0,100,100,100,100,0,100,0,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/12/2025 16:36,c4m3,1015.016,30,8,83.333,131,130,30.852,79.703,102.948,127.586,151.94,174.817,196.72,227.499,252.663,278.136,304.971,367.423,395.031,418.257,442.875,471.189,494.842,521.27,608.646,635.59,683.113,706.175,734.189,758.714,786.41,893.293,942.752,965.483,992.358,1015.015,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,100,100,100,100,0,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/13/2025 14:36,c4m3,1202.198,30,11,63.333,79,107,29.007,58.512,110.347,203.886,291.573,346.276,393.494,423.395,452.479,554.996,591.338,619.877,646.878,673.702,700.124,751.433,779.79,829.992,858.844,886.043,909.194,936.714,983.951,1018.662,1041.736,1067.899,1094.04,1119.172,1147.86,1202.197,100,0,0,0,0,0,100,100,0,100,100,100,100,100,0,100,0,100,100,100,100,0,100,100,100,100,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/16/2025 16:46,c4m3,1232.459,30,12,70,92,91,31.561,84.993,114.6,146.424,192.456,230.982,261.091,289.927,316.438,366.608,393.079,442.713,465.007,491.531,527.027,656.321,682.321,710.14,737.794,762.409,788.786,842.492,865.712,889.965,912.933,934.744,970.275,1055.163,1184.393,1232.447,0,100,100,0,100,100,100,100,0,100,0,100,100,100,0,100,100,100,100,100,0,100,100,100,100,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/17/2025 15:53,c4m3,1140.866,30,9,76.667,87,112,27.823,56.457,109.75,135.428,161,188.442,219.055,252.303,284.33,313.704,340.748,428.694,454.147,509.703,537.419,570.117,595.121,619.013,646.033,673.418,723.653,814.286,840.612,871.342,898.126,936.499,1000.377,1029.758,1086.985,1140.854,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,0,100,100,100,100,0,100,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/18/2025 16:11,c4m3,1247.262,30,11,63.333,58,72,31.461,60.523,117.511,146.414,209.643,232.505,279.839,308.469,407.976,468.992,492.243,520.336,551.165,576.897,602.391,630.378,685.198,712.294,762.825,791.581,840.475,870.681,924.693,977.547,1035.149,1142.396,1167.834,1193.971,1221.555,1247.261,100,0,100,0,100,100,100,0,0,100,100,100,100,100,100,0,100,0,100,0,100,0,0,0,0,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,F,-
A_Mouse Pairwise Discrimination v3,Chamber 4 [Env. 20],6/20/2025 16:21,c4m3,1336.85,30,9,76.667,116,127,45.28,109.631,135.918,172.989,201.476,228.807,298.857,326.378,355.426,421.904,453.408,499.232,526.791,556.094,586.289,617.017,672.746,763.934,792.372,822.564,853.53,877.501,934.114,1020.037,1044.635,1107.667,1210.262,1275.649,1306.519,1336.849,0,100,100,100,100,0,100,100,0,100,100,100,100,100,100,0,0,100,100,100,100,100,0,100,100,0,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,F,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/23/2025 17:31,c4m3,1188.697,30,0,100,37,52,37.483,63.185,106.42,132.281,191.281,216.623,240.967,264.998,300.319,329.066,400.924,506.143,572.084,597.475,644.769,668.738,699.088,724.077,746.92,771.361,832.617,889.913,914.268,942.932,988.845,1021.287,1088.21,1115.278,1157.173,1188.685,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 1 [Env. 17],6/24/2025 19:16,c4m3,1620.009,8,33,12.5,37,51,40.75,137.713,339.949,373.725,728.637,856.808,1236.987,1580.42,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 1 [Env. 17],6/25/2025 14:52,c4m3,1620,5,20,0,56,62,52.353,355.819,915.196,1035.071,1111.871,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 1 [Env. 17],6/19/2025 16:53,c4m3 (2 i.e.),1620.007,11,27,9.091,152,178,50.248,713.455,1006.279,1170.001,1224.413,1287.085,1343.163,1430.916,1463.322,1547.615,1600.203,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
A_Mouse LD Punish Incorrect Training v2,Chamber 2 [Env. 18],5/8/2025 15:39,c4m4,837.84,30,0,36.667,38,30,35.561,62.415,98.033,132.06,152.344,169.569,196.956,214.643,233.421,249.482,274.762,299.783,322.606,341.64,362.888,385.344,464.887,489.463,510.561,535.884,563.645,650.148,665.275,684.74,707.428,735.062,756.702,781.893,807.373,837.827,100,0,0,100,100,100,0,0,100,100,0,0,0,100,0,0,100,0,0,0,0,100,100,0,0,0,0,0,100,0,17.027,13.426,16.766,2.628,1.395,2.787,2.12,0.967,65.845,71.348,2.255,7.755,,,,,,,,,,,,,,,,,,,,5.433,6.113,9.918,1.26,5.269,5.326,3.995,3.978,1.853,8.063,3.967,7.15,11.188,1.743,1.667,4.854,3.858,9.252,7.822,,,,5.406,2.34,3.746,1.968,1.871,3.606,2.571,2.166,2.896,1.363,1.619,1.198,2.737,,,,,,,,,,,,,,,,,,,,1,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 2 [Env. 18],5/9/2025 14:03,c4m4,721.621,30,0,40,31,23,28.783,47.363,66.172,88.946,109.341,127.708,148.515,197.32,237.959,259.074,277.925,297.595,319.249,338.271,360.281,400.363,422.544,446.158,467.919,485.412,505.169,526.316,547.185,577.153,596.61,616.415,641.586,660.694,696.84,721.607,100,0,100,0,0,0,0,100,100,0,0,100,0,0,0,100,0,0,100,100,100,0,0,100,0,0,100,0,100,0,12.776,8.812,6.017,36.641,26.16,2.817,16.204,4.396,2.892,3.505,16.157,7.784,21.93,,,,,,,,,,,,,,,,,,,1.47,3.877,1.17,1.586,2.843,2.542,1.687,3.074,1.673,6.215,5.692,5.231,1.784,4.569,1.836,3.173,1.984,8.329,,,,,3.263,2.152,2.031,1.438,1.856,2.6,1.796,3.426,3.075,2.392,1.833,1.554,2.026,1.794,,,,,,,,,,,,,,,,,,,2,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 2 [Env. 18],5/10/2025 17:49,c4m4,637.225,30,0,66.667,22,26,37.01,54.591,70.575,90.186,107.235,122.956,141.689,170.677,187.916,206.654,227.596,245.358,265.55,287.995,304.629,324.442,358.207,379.076,395.149,416.869,436.012,457.806,475.029,496.243,520.303,542.995,565.189,586.07,606.89,637.224,100,100,100,0,100,100,100,100,100,100,0,100,0,100,100,0,0,100,100,100,100,100,100,0,0,0,0,100,0,100,4.865,20.979,4.431,1.256,1.055,2.554,3.887,11.306,1.888,6.085,1.006,5.968,3.541,5.523,2.985,3.575,6.912,6.61,2.136,1.647,3.954,,,,,,,,,,,2.735,2.294,3.692,2.712,15.123,2.516,1.987,3.423,2.355,4.07,,,,,,,,,,,,,4.091,1.767,1.309,1.145,2.412,3.083,1.413,1.954,1.77,1.241,1.334,1.447,2.368,1.753,1.173,1.706,1.632,2.196,2.458,1.356,2.259,1.322,,,,,,,,,,,3,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 2 [Env. 18],5/11/2025 18:29,c4m4,790.647,30,0,66.667,10,16,19.32,33.546,52.37,78.782,108.202,122.154,140.69,194.098,213.144,234.002,248.462,265.758,290.247,306.644,325.577,348.2,375.494,404.212,422.779,438.928,455.499,487.016,519.643,547.954,583.333,615.618,641.937,669.05,692.943,790.633,100,100,0,0,100,100,100,100,100,100,100,100,0,100,0,0,0,100,100,100,100,100,100,100,0,100,0,0,100,0,6.527,2.284,1.451,14.552,1.958,3.144,29.895,5.329,6.04,1.898,3.307,1.151,7.246,3.549,3.15,4.403,3.119,17.122,6.187,6.829,7.934,,,,,,,,,,,2.151,4.653,6.264,0.885,4.627,10.741,16.666,4.058,9.991,81.571,,,,,,,,,,,,,14.161,1.658,1.032,0.91,1.704,1.872,1.436,3.379,1.824,1.381,1.43,2.289,2.165,1.533,1.411,1.895,1.292,1.614,1.703,1.54,1.366,1.374,,,,,,,,,,,4,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 2 [Env. 18],5/12/2025 14:51,c4m4,783.017,30,0,80,4,18,36.253,58.567,77.83,131.944,187.548,208.934,235.539,263.92,290.53,319.654,344.946,368.843,410.98,427.301,466.968,491.056,511.268,546.779,566.098,584.022,605.989,619.138,634.734,659.044,677.824,695.486,716.854,742.406,763.682,783.003,100,100,100,100,100,100,100,0,0,100,0,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,8.546,15.392,6.783,4.697,36.002,25.586,7.474,6.661,15.684,18.021,4.248,13.605,6.049,5.005,4.198,3.154,5.79,0.948,1.499,9.016,2.034,2.612,1.793,2.498,6.354,,,,,,,5.448,5.726,4.827,6.699,11.477,2.34,,,,,,,,,,,,,,,,,6.086,1.684,1.077,1.396,1.068,2.569,1.538,2.104,1.792,1.426,1.569,1.975,1.506,1.207,1.515,1.432,2.749,1.896,1.97,1.393,2.957,2.029,1.163,1.45,1.506,1.128,,,,,,,5,F,-
