Schedule name,Environment name,Schedule run date,Animal ID,Max_Schedule_Time,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Correct touch latency (1),Correct touch latency (2),Correct touch latency (3),Correct touch latency (4),Correct touch latency (5),Correct touch latency (6),Correct touch latency (7),Correct touch latency (8),Correct touch latency (9),Correct touch latency (10),Correct touch latency (11),Correct touch latency (12),Correct touch latency (13),Correct touch latency (14),Correct touch latency (15),Correct touch latency (16),Correct touch latency (17),Correct touch latency (18),Correct touch latency (19),Correct touch latency (20),Correct touch latency (21),Correct touch latency (22),Correct touch latency (23),Correct touch latency (24),Correct touch latency (25),Correct touch latency (26),Correct touch latency (27),Correct touch latency (28),Correct touch latency (29),Correct touch latency (30),Incorrect Touch Latency (1),Incorrect Touch Latency (2),Incorrect Touch Latency (3),Incorrect Touch Latency (4),Incorrect Touch Latency (5),Incorrect Touch Latency (6),Incorrect Touch Latency (7),Incorrect Touch Latency (8),Incorrect Touch Latency (9),Incorrect Touch Latency (10),Incorrect Touch Latency (11),Incorrect Touch Latency (12),Incorrect Touch Latency (13),Incorrect Touch Latency (14),Incorrect Touch Latency (15),Incorrect Touch Latency (16),Incorrect Touch Latency (17),Incorrect Touch Latency (18),Incorrect Touch Latency (19),Incorrect Touch Latency (20),Incorrect Touch Latency (21),Incorrect Touch Latency (22),Incorrect Touch Latency (23),Incorrect Touch Latency (24),Incorrect Touch Latency (25),Incorrect Touch Latency (26),Incorrect Touch Latency (27),Incorrect Touch Latency (28),Incorrect Touch Latency (29),Incorrect Touch Latency (30),Incorrect Touch Latency (31),Incorrect Touch Latency (32),Incorrect Touch Latency (33),Incorrect Touch Latency (34),Incorrect Touch Latency (35),Incorrect Touch Latency (36),Incorrect Touch Latency (37),Incorrect Touch Latency (38),Incorrect Touch Latency (39),Incorrect Touch Latency (40),Incorrect Touch Latency (41),Incorrect Touch Latency (42),Incorrect Touch Latency (43),Incorrect Touch Latency (44),Incorrect Touch Latency (45),Incorrect Touch Latency (46),Incorrect Touch Latency (47),Incorrect Touch Latency (48),Incorrect Touch Latency (49),Incorrect Touch Latency (50),Incorrect Touch Latency (51),Incorrect Touch Latency (52),Incorrect Touch Latency (53),Correct Left touch latency (1),Correct Left touch latency (2),Correct Left touch latency (3),Correct Left touch latency (4),Correct Left touch latency (5),Correct Left touch latency (6),Correct Left touch latency (7),Correct Left touch latency (8),Correct Left touch latency (9),Correct Left touch latency (10),Correct Left touch latency (11),Correct Left touch latency (12),Correct Left touch latency (13),Correct Left touch latency (14),Correct Left touch latency (15),Correct Right touch latency (1),Correct Right touch latency (2),Correct Right touch latency (3),Correct Right touch latency (4),Correct Right touch latency (5),Correct Right touch latency (6),Correct Right touch latency (7),Correct Right touch latency (8),Correct Right touch latency (9),Correct Right touch latency (10),Correct Right touch latency (11),Correct Right touch latency (12),Correct Right touch latency (13),Correct Right touch latency (14),Correct Right touch latency (15),Correct Reward Collection (1),Correct Reward Collection (2),Correct Reward Collection (3),Correct Reward Collection (4),Correct Reward Collection (5),Correct Reward Collection (6),Correct Reward Collection (7),Correct Reward Collection (8),Correct Reward Collection (9),Correct Reward Collection (10),Correct Reward Collection (11),Correct Reward Collection (12),Correct Reward Collection (13),Correct Reward Collection (14),Correct Reward Collection (15),Correct Reward Collection (16),Correct Reward Collection (17),Correct Reward Collection (18),Correct Reward Collection (19),Correct Reward Collection (20),Correct Reward Collection (21),Correct Reward Collection (22),Correct Reward Collection (23),Correct Reward Collection (24),Correct Reward Collection (25),Correct Reward Collection (26),Correct Reward Collection (27),Correct Reward Collection (28),Correct Reward Collection (29),Correct Reward Collection (30),1 Trial analysis - Condition (1),1 Trial analysis - Condition (2),1 Trial analysis - Condition (3),1 Trial analysis - Condition (4),1 Trial analysis - Condition (5),1 Trial analysis - Condition (6),1 Trial analysis - Condition (7),1 Trial analysis - Condition (8),1 Trial analysis - Condition (9),1 Trial analysis - Condition (10),1 Trial analysis - Condition (11),1 Trial analysis - Condition (12),1 Trial analysis - Condition (13),1 Trial analysis - Condition (14),1 Trial analysis - Condition (15),1 Trial analysis - Condition (16),1 Trial analysis - Condition (17),1 Trial analysis - Condition (18),1 Trial analysis - Condition (19),1 Trial analysis - Condition (20),1 Trial analysis - Condition (21),1 Trial analysis - Condition (22),1 Trial analysis - Condition (23),1 Trial analysis - Condition (24),1 Trial analysis - Condition (25),1 Trial analysis - Condition (26),1 Trial analysis - Condition (27),1 Trial analysis - Condition (28),1 Trial analysis - Condition (29),1 Trial analysis - Condition (30),1 Trial analysis - No. Correct (1),1 Trial analysis - No. Correct (2),1 Trial analysis - No. Correct (3),1 Trial analysis - No. Correct (4),1 Trial analysis - No. Correct (5),1 Trial analysis - No. Correct (6),1 Trial analysis - No. Correct (7),1 Trial analysis - No. Correct (8),1 Trial analysis - No. Correct (9),1 Trial analysis - No. Correct (10),1 Trial analysis - No. Correct (11),1 Trial analysis - No. Correct (12),1 Trial analysis - No. Correct (13),1 Trial analysis - No. Correct (14),1 Trial analysis - No. Correct (15),1 Trial analysis - No. Correct (16),1 Trial analysis - No. Correct (17),1 Trial analysis - No. Correct (18),1 Trial analysis - No. Correct (19),1 Trial analysis - No. Correct (20),1 Trial analysis - No. Correct (21),1 Trial analysis - No. Correct (22),1 Trial analysis - No. Correct (23),1 Trial analysis - No. Correct (24),1 Trial analysis - No. Correct (25),1 Trial analysis - No. Correct (26),1 Trial analysis - No. Correct (27),1 Trial analysis - No. Correct (28),1 Trial analysis - No. Correct (29),1 Trial analysis - No. Correct (30),1 Trial analysis - Percentage Correct (1),1 Trial analysis - Percentage Correct (2),1 Trial analysis - Percentage Correct (3),1 Trial analysis - Percentage Correct (4),1 Trial analysis - Percentage Correct (5),1 Trial analysis - Percentage Correct (6),1 Trial analysis - Percentage Correct (7),1 Trial analysis - Percentage Correct (8),1 Trial analysis - Percentage Correct (9),1 Trial analysis - Percentage Correct (10),1 Trial analysis - Percentage Correct (11),1 Trial analysis - Percentage Correct (12),1 Trial analysis - Percentage Correct (13),1 Trial analysis - Percentage Correct (14),1 Trial analysis - Percentage Correct (15),1 Trial analysis - Percentage Correct (16),1 Trial analysis - Percentage Correct (17),1 Trial analysis - Percentage Correct (18),1 Trial analysis - Percentage Correct (19),1 Trial analysis - Percentage Correct (20),1 Trial analysis - Percentage Correct (21),1 Trial analysis - Percentage Correct (22),1 Trial analysis - Percentage Correct (23),1 Trial analysis - Percentage Correct (24),1 Trial analysis - Percentage Correct (25),1 Trial analysis - Percentage Correct (26),1 Trial analysis - Percentage Correct (27),1 Trial analysis - Percentage Correct (28),1 Trial analysis - Percentage Correct (29),1 Trial analysis - Percentage Correct (30),Correct touch latency mean,Incorrect Touch Latency mean,Correct Left touch latency mean,Correct Right touch latency mean,Correct Reward Collection mean,Sex,Day,Genotype
A_Mouse Pairwise Discrimination v3,Chamber 8 [Env. 24],6/10/2025 14:33,c4m2,1620,1493.549,30,19,60,141,167,1.535,1.028,1.466,2.605,1.206,1.495,1.577,2.414,2.097,1.323,1.096,1.388,0.886,1.134,1.225,1.158,1.355,1.711,1.191,1.358,1.446,2.014,1.223,1.943,2.116,1.854,1.259,1.592,56.471,1.356,1.09,3.234,2.18,1.445,1.23,1.423,1.342,1.316,1.361,1.473,2.807,2.022,1.502,1.27,1.491,1.16,1.421,3.404,2.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.028,1.466,1.206,2.414,2.097,0.886,1.134,1.225,1.158,1.191,1.446,1.223,2.116,1.259,1.356,1.535,2.605,1.495,1.577,1.323,1.096,1.388,1.355,1.711,1.358,2.014,1.943,1.854,1.592,56.471,0.994,0.811,0.981,0.938,0.813,0.956,0.913,0.881,1.257,1.063,1.026,2.761,0.849,0.901,0.892,0.965,0.976,1.147,0.92,1.054,1.338,0.958,1.374,1.085,1.542,1.256,0.961,1.195,1.368,1.151,22.671,45.375,71.529,118.628,141.04,171.814,221.965,250.631,327.136,393.879,417.054,444.027,523.91,555.09,585.888,668.165,720.625,875.282,907.963,986.611,1020.419,1047.438,1102.797,1126.654,1158.343,1253.008,1309.306,1390.067,1469.213,1493.548,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,100,100,0,100,100,0,100,0,0,100,100,0,100,100,0,0,0,100,0,100,100,0,100,100,100,0,0,100,100,100,3.351,1.754,1.414,5.288,1.111,F,4,-
A_Mouse Pairwise Discrimination v3,Chamber 8 [Env. 24],6/11/2025 14:41,c4m2,1620,1461.437,30,17,70,159,185,6.503,2.005,2.292,1.537,0.949,1.794,1.309,0.99,1.28,1.017,1.52,1.093,0.94,1.244,1.534,1.907,2.164,2.339,1.628,1.422,1.154,0.994,1.158,1.328,1.163,1.613,1.288,1.665,2.054,1.867,1.227,1.348,2.48,1.965,1.274,1.1,2.98,19.645,29.278,1.857,1.967,1.407,2.078,1.691,1.27,1.893,2.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.503,2.292,1.537,0.949,1.017,1.52,1.093,1.244,1.534,2.339,1.154,0.994,1.158,1.288,2.054,2.005,1.794,1.309,0.99,1.28,0.94,1.907,2.164,1.628,1.422,1.328,1.163,1.613,1.665,1.867,0.773,1.1,0.794,0.835,0.932,1.086,1.522,1.063,1.126,0.88,0.911,0.879,1.131,0.972,0.831,1.037,1.061,1.059,1.23,1.176,2.081,0.945,0.876,1.088,1.158,1.157,1.478,1.168,0.922,1.124,44.227,106.264,136.796,221.348,404.883,558.985,583.296,608.116,632.921,661.586,724.532,846.999,887.037,916.626,962.986,1016.105,1041.555,1090.324,1114.915,1140.025,1166.505,1197.717,1222.003,1246.695,1271.599,1295.414,1323.396,1380.138,1412.451,1461.424,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,100,0,0,0,100,100,100,100,0,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,1.658,4.458,1.778,1.538,1.08,F,5,-
A_Mouse Pairwise Discrimination v3,Chamber 8 [Env. 24],6/12/2025 15:58,c4m2,1620,895.489,30,3,90,121,159,1.321,2.334,1.539,1.324,1.284,4.941,1.154,1.093,1.219,1.269,3.216,1.429,1.301,1.291,1.52,1.886,1.254,1.138,1.222,0.874,5.208,2.023,1.856,1.227,0.994,1.866,1.368,1.339,1.443,1.254,1.763,1.561,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.539,1.154,1.093,1.219,1.269,1.291,1.52,1.886,1.138,1.222,1.227,0.994,1.368,1.339,1.443,1.321,2.334,1.324,1.284,4.941,3.216,1.429,1.301,1.254,0.874,5.208,2.023,1.856,1.866,1.254,0.944,0.914,1.121,0.944,1.204,1.235,0.958,0.944,0.942,1.016,1.765,1.051,1.071,1.017,1.107,1.112,1.163,0.891,1.039,1.183,1.28,1.09,1.376,0.881,0.927,1.451,1.067,1.01,1.124,1.074,28.114,54.211,83.926,140.05,186.933,217.325,244.627,300.911,332.531,357.523,383.873,409.242,438.189,464.031,492.992,523.486,547.9,571.479,594.398,616.471,657.468,681.288,710.253,735.906,758.43,793.499,819.391,842.465,868.449,895.488,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,0,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.706,1.601,1.313,2.099,1.097,F,6,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/13/2025 13:59,c4m2,1620,1620,3,46,0,235,173,4.31,2.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996,1.091,2.316,1.089,6.617,0.993,1.909,0.963,1.887,3.643,1.157,1.113,1.36,2.118,11.91,1.733,1.776,3.352,1.587,1.271,4.876,1.426,1.433,1.361,1.525,1.361,2.305,1.209,1.957,1.403,3.026,2.412,2.53,2.04,1.303,1.646,1.261,1.921,2.305,1.636,1.468,1.774,1.301,2.276,1.809,1.923,1.196,,,,,,,2.185,,,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,1.253,1.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.165,764.595,1506.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.248,2.118,2.185,4.31,1.237,F,7,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/16/2025 16:08,c4m2,1620,1620,8,36,25,174,173,1.522,5.042,1.853,17.481,1.482,35.427,2.352,,,,,,,,,,,,,,,,,,,,,,,,1.188,1.321,1.453,6.27,1.292,1.308,1.471,3.536,2.416,1.635,1.18,1.303,2.192,1.688,17.591,2.714,2.6,17.947,1.745,1.34,2.131,2.034,1.292,2.611,3.503,1.488,1.82,1.73,7.455,2.017,2.15,2.349,2.009,1.884,1.705,1.314,2.051,,,,,,,,,,,,,,,,,1.522,17.481,1.482,35.427,2.352,,,,,,,,,,,5.042,1.853,,,,,,,,,,,,,,4.766,2.421,2.093,1.309,1.136,1.201,1.044,,,,,,,,,,,,,,,,,,,,,,,,35.509,65.095,128.385,157.054,303.217,362.349,940.887,1013.74,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,9.308,3.02,11.653,3.448,1.996,F,8,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/17/2025 15:21,c4m2,1620,1620.004,6,39,0,205,100,2.307,2.462,2.677,2.116,1.833,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,1.246,1.331,1.395,1.292,1.069,3.059,3.879,1.181,1.946,1.422,1.839,1.529,1.886,4.817,3.208,1.21,1.358,2.217,8.915,1.948,8.433,2.419,1.872,4.102,1.608,2.195,3.118,1.599,1.821,5.59,2.816,1.726,1.804,2.33,3.148,2.58,1.889,1.957,14.381,,,,,,,,,,,,,,2.462,2.677,1.833,,,,,,,,,,,,,2.307,2.116,,,,,,,,,,,,,,0.983,1.225,0.977,1.587,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,34.975,152.575,206.732,257.959,1398.796,1553.364,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2.279,2.856,2.324,2.212,1.161,F,9,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/18/2025 15:38,c4m2,1620,1620,3,30,33.333,150,102,3.881,1.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.241,3.959,2.833,10.053,1.582,1.688,24.851,2.083,1.398,2.281,1.378,4.53,1.608,1.504,2.153,2.283,2.397,3.731,7.473,6.363,2.32,3.247,4.918,4.032,5.833,1.622,15.236,10.034,1.315,1.516,4.699,,,,,,,,,,,,,,,,,,,,,,,1.303,,,,,,,,,,,,,,,3.881,,,,,,,,,,,,,,,1.154,1.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.663,1513.366,1553.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.592,4.521,1.303,3.881,1.474,F,10,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/19/2025 16:18,c4m2,1620,1620,3,45,33.333,101,86,2.285,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.079,10.107,2.516,4.388,0.96,2.046,5.058,78.983,2.14,22.156,0.961,4.722,2.581,1.293,1.133,1.686,17.846,3.128,3.07,2.356,2.54,1.612,1.123,1.464,2.783,1.703,3.759,0.828,2.45,1.095,3.015,3.192,1.161,2.969,1.282,2.096,4.736,3.822,1.87,3.707,1.325,1.843,0.889,1.901,1.813,1.177,,,,,,,,2.63,,,,,,,,,,,,,,,2.285,,,,,,,,,,,,,,,1.547,0.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.644,474.763,500.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.458,4.921,2.63,2.285,1.263,F,11,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/20/2025 15:56,c4m2,1620,1620.008,22,19,45.455,201,190,1.399,1.534,1.459,11.681,2.408,3.799,1.689,1.884,1.46,2.097,1.994,1.411,1.894,19.36,2.275,1.365,1.324,1.688,1.841,1.445,1.765,2.679,,,,,,,,,3.862,2.244,4.833,7.143,2.08,2.949,3.553,2.587,3.675,1.709,1.759,2.168,2.138,1.531,1.356,1.183,1.891,1.213,2.538,2.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399,1.534,2.408,1.884,1.46,1.411,1.894,19.36,2.275,1.688,1.765,2.679,,,,1.459,11.681,3.799,1.689,2.097,1.994,1.365,1.324,1.841,1.445,,,,,,0.902,1.231,1.143,1.348,1.162,1.32,1.099,1.337,1.195,1.344,1.062,1.082,1.137,1.276,1.374,2.157,1.031,1.138,1.331,1.563,1.114,1.304,,,,,,,,,24.46,58.303,134.829,195.617,332.122,532.948,572.499,604.301,718.946,747.669,772.904,807.144,857.622,901.242,927.885,955.72,1054.329,1105.759,1204.606,1263.646,1406.134,1504.962,,,,,,,,,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,,,,,,,,,100,0,0,0,0,100,100,0,100,100,100,0,100,100,100,0,100,0,0,0,0,0,,,,,,,,,3.111,2.64,3.313,2.869,1.257,F,12,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/23/2025 16:52,c4m2,1620,1620,24,11,70.833,189,99,1.314,14.412,2.577,1.866,2.318,7.686,9.393,2.141,2.358,1.478,1.574,3.343,1.578,1.659,1.509,1.766,1.133,1.387,1.642,1.735,1.523,4.421,1.639,1.914,,,,,,,1.871,1.974,2.3,6.704,1.513,2.034,1.687,2.471,3.866,2.581,1.54,1.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.314,2.577,2.318,7.686,2.141,3.343,1.578,1.133,1.642,1.735,1.523,4.421,1.639,,,14.412,1.866,9.393,2.358,1.478,1.574,1.659,1.509,1.766,1.387,1.914,,,,,1.165,1.236,1.432,0.952,1.176,2.472,1.753,1.189,1.016,0.992,0.974,1.109,1.1,0.953,0.971,1.077,0.983,0.987,0.991,1.516,1.186,1.144,1.106,1.208,,,,,,,37.687,182.515,277.91,307.868,409.081,528.756,555.676,752.836,781.049,809.164,918.377,957.796,1069.162,1093.366,1123.988,1147.025,1184.869,1218.947,1312.112,1338.945,1367.642,1453.149,1562.512,1587.319,,,,,,,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,,,,,,,0,100,100,0,0,100,0,100,100,100,100,0,100,100,100,100,100,0,100,100,0,100,100,100,,,,,,,3.015,2.5,2.542,3.574,1.195,F,13,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/24/2025 15:49,c4m2,1620,1620.004,21,10,61.905,136,109,4.796,3.899,1.293,4.099,1.719,1.689,1.517,1.483,2.612,1.545,1.781,1.528,2.682,1.455,17.84,2.085,2.419,2.477,2.319,7.497,1.706,,,,,,,,,,1.195,2.069,1.994,4.158,2.02,4.033,1.117,1.776,1.148,2.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.899,1.293,1.517,2.612,1.545,1.528,2.682,1.455,17.84,2.419,,,,,,4.796,4.099,1.719,1.689,1.483,1.781,2.085,2.477,2.319,7.497,1.706,,,,,1.404,1.223,1.056,1.678,1.079,1.11,1.208,1.068,1.193,1.078,1.145,1.186,1.332,1.136,1.821,1.603,1.237,1.858,2.285,4.105,1.417,,,,,,,,,,27.42,59.797,144.882,253.274,339.272,363.289,391.497,414.227,448.513,473.179,500.709,540.182,624.463,680.406,721.061,747.269,843.305,870.153,999.243,1244.21,1457.39,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,,,,,,,,,,100,0,0,0,100,100,100,100,100,100,100,0,0,100,100,0,100,0,100,100,0,,,,,,,,,,3.259,2.243,3.679,2.877,1.487,F,14,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 8 [Env. 24],6/25/2025 14:15,c4m2,1620,1449.323,30,13,66.667,149,100,1.721,1.646,2.101,3.341,3.599,1.418,1.314,2.406,1.891,1.948,2.493,1.535,1.249,3.449,2.055,1.962,1.448,2.222,3.934,2.3,3.858,1.889,4.302,1.564,1.441,1.924,5.077,1.754,1.403,2.976,3.056,3.067,4.517,2.053,1.275,2.58,3.826,3.661,3.022,2.679,3.438,3.472,2.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.646,2.101,3.341,1.418,1.314,1.535,1.249,3.449,2.055,1.448,1.889,1.564,1.924,1.754,2.976,1.721,3.599,2.406,1.891,1.948,2.493,1.962,2.222,3.934,2.3,3.858,4.302,1.441,5.077,1.403,1.51,1.241,1.1,1.541,1.516,1.095,1.032,1.57,1.29,1.768,1.461,1.18,1.242,1.258,1.193,1.336,1.204,1.162,1.427,1.904,1.352,1.37,1.475,1.253,1.255,1.12,1.295,1.194,1.36,1.11,33.55,56.658,82.765,132.408,165.523,197.36,281.625,314.606,429.166,461.353,523.459,591.565,614.273,677.911,702.89,727.709,754.123,784.819,836.186,917.211,959.751,993.91,1027.03,1111.498,1142.732,1204.15,1318.339,1369.232,1398.044,1449.322,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,100,100,100,100,100,100,100,0,100,0,0,100,100,100,100,100,100,0,0,100,100,100,0,100,0,0,0,100,0,100,2.341,3.04,1.978,2.704,1.327,F,15,-
A_Mouse Pairwise Must Touch Training v3,Chamber 1 [Env. 17],6/5/2025 16:15,c4m3,1620,732.063,30,0,0,231,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.383,76.287,99.724,125.289,151.617,173.423,197.121,221.794,245.035,267.725,290.031,313.514,336.735,359.124,385.001,412.335,434.663,458.411,481.297,505.367,528.751,551.096,572.645,594.44,618.382,641.709,662.998,685.722,708.469,732.063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,F,1,-
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 1 [Env. 17],6/6/2025 16:07,c4m3,1620,798.955,30,0,96.667,75,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.227,56.219,78.992,103.867,137.477,161.165,186.824,212.153,235.611,264.991,290.271,316.005,338.965,364.586,388.279,411.663,445.146,468.488,493.607,518.396,572.077,597.704,621.431,645.66,670.237,695.889,723.538,748.43,776.071,798.954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,0,0,0,0,F,2,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/9/2025 17:10,c4m3,1620,1620.001,23,31,47.826,124,180,0.848,3.376,0.767,2.047,0.868,3.328,0.876,1.16,0.831,1.03,0.849,2.546,0.763,0.518,0.993,2.834,3.664,0.848,1.392,0.826,1.316,2.476,1.012,,,,,,,,2.051,1.079,0.898,1.205,1.489,1.091,1.145,1.148,1.01,1.17,1.001,0.989,1.703,1.315,2.129,3.712,2.614,1.459,1.347,1.556,0.962,1.789,0.994,1.803,2.459,1.177,1.259,1.362,4.722,2.324,1.725,,,,,,,,,,,,,,,,,,,,,,,0.767,2.047,0.876,0.831,1.03,0.993,2.834,3.664,0.848,0.826,1.316,1.012,,,,0.848,3.376,0.868,3.328,1.16,0.849,2.546,0.763,0.518,1.392,2.476,,,,,1.304,0.881,0.974,1.097,1.119,1.473,1.569,1.244,0.99,1.068,2.231,1.101,1.884,1.882,1.259,1.125,1.017,1.039,1.31,1.605,0.943,1.923,0.911,,,,,,,,30.847,80.079,102.552,126.56,149.692,185.081,209.136,237.118,340.274,374.465,426.342,536.306,588.532,694.484,999.801,1026.066,1137.37,1196.874,1295.162,1333.389,1508.929,1535.585,1567.456,,,,,,,,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,,,,,,,,0,100,100,100,100,100,100,0,100,0,0,0,0,0,100,0,0,0,100,0,100,100,0,,,,,,,,1.529,1.635,1.42,1.648,1.302,F,3,-
A_Mouse Pairwise Discrimination v3,Chamber 1 [Env. 17],6/10/2025 15:13,c4m3,1620,1255.659,30,12,73.333,212,161,8.113,2.574,2.954,1.584,1.258,1.273,0.87,36.7,1.819,1.722,0.617,1.297,1.327,0.881,3.841,0.646,3.146,0.916,0.916,3.432,0.862,0.991,0.816,1.306,0.949,2.707,5.354,4.17,0.746,1.525,1.378,1.108,1.396,3.906,1.435,1.451,2.017,2.035,2.17,2.002,1.216,1.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.113,1.584,1.258,1.819,1.722,0.617,1.327,0.881,0.646,3.146,0.862,0.991,1.306,4.17,1.525,2.574,2.954,1.273,0.87,36.7,1.297,3.841,0.916,0.916,3.432,0.816,0.949,2.707,5.354,0.746,1.121,1.8,1.696,0.977,1.089,1.363,1.136,1.137,1.619,1.19,1.302,2.243,1.175,1.078,1.079,1.164,1.163,1.843,1.248,1.421,1.031,1.124,1.704,1.262,1.533,1.386,1.639,0.954,1.439,0.809,33.302,59.485,86.045,147.265,171.739,196.402,221.656,249.199,421.127,462.879,502.188,530.169,578.528,609.193,642.537,747.796,775.344,800.121,832.459,881.819,936.412,959.58,992.856,1020.397,1053.818,1080.936,1138.485,1200.483,1224.162,1255.657,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,100,100,0,100,100,100,100,0,100,100,100,0,100,100,0,100,100,100,0,0,100,100,100,100,100,0,0,100,100,100,3.177,1.772,1.998,4.356,1.324,F,4,-
