Schedule name,Environment name,Schedule run date,Animal ID,Max_Schedule_Time,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Correct touch latency (1),Correct touch latency (2),Correct touch latency (3),Correct touch latency (4),Correct touch latency (5),Correct touch latency (6),Correct touch latency (7),Correct touch latency (8),Correct touch latency (9),Correct touch latency (10),Correct touch latency (11),Correct touch latency (12),Correct touch latency (13),Correct touch latency (14),Correct touch latency (15),Correct touch latency (16),Correct touch latency (17),Correct touch latency (18),Correct touch latency (19),Correct touch latency (20),Correct touch latency (21),Correct touch latency (22),Correct touch latency (23),Correct touch latency (24),Correct touch latency (25),Correct touch latency (26),Correct touch latency (27),Correct touch latency (28),Correct touch latency (29),Correct touch latency (30),Incorrect Touch Latency (1),Incorrect Touch Latency (2),Incorrect Touch Latency (3),Incorrect Touch Latency (4),Incorrect Touch Latency (5),Incorrect Touch Latency (6),Incorrect Touch Latency (7),Incorrect Touch Latency (8),Incorrect Touch Latency (9),Incorrect Touch Latency (10),Incorrect Touch Latency (11),Incorrect Touch Latency (12),Incorrect Touch Latency (13),Incorrect Touch Latency (14),Incorrect Touch Latency (15),Incorrect Touch Latency (16),Incorrect Touch Latency (17),Incorrect Touch Latency (18),Incorrect Touch Latency (19),Incorrect Touch Latency (20),Incorrect Touch Latency (21),Incorrect Touch Latency (22),Incorrect Touch Latency (23),Incorrect Touch Latency (24),Incorrect Touch Latency (25),Incorrect Touch Latency (26),Incorrect Touch Latency (27),Incorrect Touch Latency (28),Incorrect Touch Latency (29),Incorrect Touch Latency (30),Incorrect Touch Latency (31),Incorrect Touch Latency (32),Incorrect Touch Latency (33),Incorrect Touch Latency (34),Incorrect Touch Latency (35),Incorrect Touch Latency (36),Incorrect Touch Latency (37),Incorrect Touch Latency (38),Incorrect Touch Latency (39),Incorrect Touch Latency (40),Incorrect Touch Latency (41),Incorrect Touch Latency (42),Incorrect Touch Latency (43),Incorrect Touch Latency (44),Incorrect Touch Latency (45),Incorrect Touch Latency (46),Incorrect Touch Latency (47),Incorrect Touch Latency (48),Incorrect Touch Latency (49),Incorrect Touch Latency (50),Incorrect Touch Latency (51),Incorrect Touch Latency (52),Incorrect Touch Latency (53),Correct Left touch latency (1),Correct Left touch latency (2),Correct Left touch latency (3),Correct Left touch latency (4),Correct Left touch latency (5),Correct Left touch latency (6),Correct Left touch latency (7),Correct Left touch latency (8),Correct Left touch latency (9),Correct Left touch latency (10),Correct Left touch latency (11),Correct Left touch latency (12),Correct Left touch latency (13),Correct Left touch latency (14),Correct Left touch latency (15),Correct Right touch latency (1),Correct Right touch latency (2),Correct Right touch latency (3),Correct Right touch latency (4),Correct Right touch latency (5),Correct Right touch latency (6),Correct Right touch latency (7),Correct Right touch latency (8),Correct Right touch latency (9),Correct Right touch latency (10),Correct Right touch latency (11),Correct Right touch latency (12),Correct Right touch latency (13),Correct Right touch latency (14),Correct Right touch latency (15),Correct Reward Collection (1),Correct Reward Collection (2),Correct Reward Collection (3),Correct Reward Collection (4),Correct Reward Collection (5),Correct Reward Collection (6),Correct Reward Collection (7),Correct Reward Collection (8),Correct Reward Collection (9),Correct Reward Collection (10),Correct Reward Collection (11),Correct Reward Collection (12),Correct Reward Collection (13),Correct Reward Collection (14),Correct Reward Collection (15),Correct Reward Collection (16),Correct Reward Collection (17),Correct Reward Collection (18),Correct Reward Collection (19),Correct Reward Collection (20),Correct Reward Collection (21),Correct Reward Collection (22),Correct Reward Collection (23),Correct Reward Collection (24),Correct Reward Collection (25),Correct Reward Collection (26),Correct Reward Collection (27),Correct Reward Collection (28),Correct Reward Collection (29),Correct Reward Collection (30),1 Trial analysis - Condition (1),1 Trial analysis - Condition (2),1 Trial analysis - Condition (3),1 Trial analysis - Condition (4),1 Trial analysis - Condition (5),1 Trial analysis - Condition (6),1 Trial analysis - Condition (7),1 Trial analysis - Condition (8),1 Trial analysis - Condition (9),1 Trial analysis - Condition (10),1 Trial analysis - Condition (11),1 Trial analysis - Condition (12),1 Trial analysis - Condition (13),1 Trial analysis - Condition (14),1 Trial analysis - Condition (15),1 Trial analysis - Condition (16),1 Trial analysis - Condition (17),1 Trial analysis - Condition (18),1 Trial analysis - Condition (19),1 Trial analysis - Condition (20),1 Trial analysis - Condition (21),1 Trial analysis - Condition (22),1 Trial analysis - Condition (23),1 Trial analysis - Condition (24),1 Trial analysis - Condition (25),1 Trial analysis - Condition (26),1 Trial analysis - Condition (27),1 Trial analysis - Condition (28),1 Trial analysis - Condition (29),1 Trial analysis - Condition (30),1 Trial analysis - No. Correct (1),1 Trial analysis - No. Correct (2),1 Trial analysis - No. Correct (3),1 Trial analysis - No. Correct (4),1 Trial analysis - No. Correct (5),1 Trial analysis - No. Correct (6),1 Trial analysis - No. Correct (7),1 Trial analysis - No. Correct (8),1 Trial analysis - No. Correct (9),1 Trial analysis - No. Correct (10),1 Trial analysis - No. Correct (11),1 Trial analysis - No. Correct (12),1 Trial analysis - No. Correct (13),1 Trial analysis - No. Correct (14),1 Trial analysis - No. Correct (15),1 Trial analysis - No. Correct (16),1 Trial analysis - No. Correct (17),1 Trial analysis - No. Correct (18),1 Trial analysis - No. Correct (19),1 Trial analysis - No. Correct (20),1 Trial analysis - No. Correct (21),1 Trial analysis - No. Correct (22),1 Trial analysis - No. Correct (23),1 Trial analysis - No. Correct (24),1 Trial analysis - No. Correct (25),1 Trial analysis - No. Correct (26),1 Trial analysis - No. Correct (27),1 Trial analysis - No. Correct (28),1 Trial analysis - No. Correct (29),1 Trial analysis - No. Correct (30),1 Trial analysis - Percentage Correct (1),1 Trial analysis - Percentage Correct (2),1 Trial analysis - Percentage Correct (3),1 Trial analysis - Percentage Correct (4),1 Trial analysis - Percentage Correct (5),1 Trial analysis - Percentage Correct (6),1 Trial analysis - Percentage Correct (7),1 Trial analysis - Percentage Correct (8),1 Trial analysis - Percentage Correct (9),1 Trial analysis - Percentage Correct (10),1 Trial analysis - Percentage Correct (11),1 Trial analysis - Percentage Correct (12),1 Trial analysis - Percentage Correct (13),1 Trial analysis - Percentage Correct (14),1 Trial analysis - Percentage Correct (15),1 Trial analysis - Percentage Correct (16),1 Trial analysis - Percentage Correct (17),1 Trial analysis - Percentage Correct (18),1 Trial analysis - Percentage Correct (19),1 Trial analysis - Percentage Correct (20),1 Trial analysis - Percentage Correct (21),1 Trial analysis - Percentage Correct (22),1 Trial analysis - Percentage Correct (23),1 Trial analysis - Percentage Correct (24),1 Trial analysis - Percentage Correct (25),1 Trial analysis - Percentage Correct (26),1 Trial analysis - Percentage Correct (27),1 Trial analysis - Percentage Correct (28),1 Trial analysis - Percentage Correct (29),1 Trial analysis - Percentage Correct (30),Correct touch latency mean,Incorrect Touch Latency mean,Correct Left touch latency mean,Correct Right touch latency mean,Correct Reward Collection mean,Sex,Day,Genotype
A_Mouse Pairwise Discrimination v3,Chamber 7 [Env. 23],6/10/2025 14:33,c4m1,1620,1385.277,30,18,66.667,213,185,4.318,1.723,0.832,5.47,1.514,2.564,0.832,2.645,2.385,4.31,13.988,2.14,1.305,1.1,1.427,1.256,1.235,1.358,1.249,0.933,1.158,0.993,1.809,2.005,1.216,1.052,1.024,1.161,1.016,0.989,1.138,1.317,1.573,1.634,1.953,1.125,2.088,1.743,1.417,1.031,1.297,1.491,6.961,1.882,1.845,1.148,2.028,1.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.723,0.832,1.514,2.645,2.385,1.305,1.1,1.427,1.256,1.249,1.158,1.809,1.216,1.024,0.989,4.318,5.47,2.564,0.832,4.31,13.988,2.14,1.235,1.358,0.933,0.993,2.005,1.052,1.161,1.016,2.365,1.109,1.058,2.453,1.187,1.527,1.339,1.584,1.207,1.722,1.262,1.468,2.552,1.507,1.293,0.827,1.372,1.208,0.909,1.239,1.134,1.441,1.167,1.212,1.041,1.331,3.014,3.886,1.872,1.189,28.359,56.024,105.338,132.81,212.124,239.851,290.942,316.025,344.358,431.829,497.602,632.855,658.303,689.996,715.4,740.461,772.35,800.773,824.571,852.891,880.31,992.203,1017.455,1050.702,1103.312,1215.103,1241.481,1267.802,1297.022,1385.266,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,100,0,100,0,100,0,100,100,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,0,0,100,100,100,0,100,2.167,1.839,1.442,2.892,1.549,F,4,-
A_Mouse Pairwise Discrimination v3,Chamber 7 [Env. 23],6/11/2025 14:41,c4m1,1620,1449.351,30,21,60,125,128,2.676,1.395,3.312,1.055,1.84,0.908,0.958,1.308,1.876,4.416,2.022,2.884,2.808,2.049,1.805,2.71,7.424,2.139,2.415,1.153,2.759,1.244,1.34,0.878,0.719,2.005,1.367,1.187,1.436,0.955,2.273,1.255,1.77,1.662,1.791,3.231,1.394,2.315,1.706,2.589,1.259,2.025,1.61,1.318,1.959,1.547,1.309,1.269,3.221,1.939,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.676,3.312,1.055,1.84,4.416,2.022,2.884,2.049,1.805,2.139,2.759,1.244,1.34,1.367,1.436,1.395,0.908,0.958,1.308,1.876,2.808,2.71,7.424,2.415,1.153,0.878,0.719,2.005,1.187,0.955,0.783,1.449,0.937,1.693,1.026,0.994,1.088,1.046,1.101,12.292,0.941,2.731,2.155,1.358,1.179,1.372,1.222,1.142,1.196,1.178,1.041,2.44,1.113,1.478,1.169,1.222,1.039,1.252,1.161,1.106,25.375,50.289,75.692,102.56,127.189,151.979,182.558,232.014,319.647,372.595,438.915,525.103,580.43,609.039,639.49,668.819,697.77,755.338,837.735,893.063,973.668,1000.049,1026.998,1201.482,1228.275,1258.017,1305.779,1333.822,1410.574,1449.35,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,100,100,100,100,100,100,100,0,0,0,0,0,100,100,100,100,0,0,0,0,100,100,0,100,100,0,100,0,100,100,2.035,1.867,2.156,1.913,1.663,F,5,-
A_Mouse Pairwise Discrimination v3,Chamber 7 [Env. 23],6/12/2025 15:58,c4m1,1620,1152.45,30,11,73.333,145,150,4.286,1.389,3.04,1.322,1.483,1.783,1.261,2.766,4.359,1.197,1.225,1.132,1.613,1.419,1.032,2.194,1.389,1.125,1.256,4.099,1.571,1.244,1.291,1.272,1.529,3.053,4.718,1.54,1.391,,2.554,2.022,1.121,1.245,1.832,3.401,1.556,3.246,2.427,1.524,3.002,1.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,1.261,2.766,4.359,1.197,1.419,1.032,2.194,1.125,1.256,1.272,1.529,4.718,1.54,1.391,4.286,1.389,1.322,1.483,1.783,1.225,1.132,1.613,1.389,4.099,1.571,1.244,1.291,3.053,,1.39,0.908,0.988,1.001,1.102,1.11,1.635,2.018,1.034,1.614,1.353,1.552,1.25,2.106,1.183,1.327,1.129,2.201,1.09,1.27,1.115,1.103,1.139,1.196,1.365,1.152,1.318,1.474,1.055,,27.959,52.7,79.241,103.053,126.446,151.664,180.838,235.085,265.639,350.686,374.768,403.092,453.71,531.973,556.858,582.033,607.043,631.444,657.616,685.544,710.156,737.605,762.442,798.393,825.088,909.762,1042.31,1094.361,1118.343,1152.449,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,100,100,100,100,100,100,0,100,0,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,0,0,0,100,100,0,1.965,2.127,2.007,1.92,1.316,F,6,-
A_Mouse Pairwise Discrimination v3,Chamber 7 [Env. 23],6/13/2025 13:59,c4m1,1620,843.865,30,1,96.667,170,114,1.356,1.689,1.801,1.287,1.036,1.276,1.157,1.756,1.55,1.675,0.967,1.953,1.644,1.383,1.491,1.475,6.976,4.331,3.488,1.773,1.525,3.191,1.941,1.153,1.459,0.999,0.905,1.468,0.881,1.435,1.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.689,1.036,1.276,1.157,1.675,0.967,1.383,6.976,4.331,3.488,3.191,1.153,0.999,0.905,0.881,1.356,1.801,1.287,1.756,1.55,1.953,1.644,1.491,1.475,1.773,1.525,1.941,1.459,1.468,1.435,0.844,0.984,1.36,1.088,1.125,1.001,1.076,1.603,1.639,1.362,1.037,1.324,1.23,1.12,1.265,1.125,1.174,3.78,1.136,1.179,1.378,1.455,1.407,1.012,1.262,1.203,1.029,1.241,1.008,1.495,26.193,60.838,84.245,111.351,164.142,189.253,223.245,252.281,288.762,317.199,341.135,367.083,392,415.619,439.405,464.874,500.016,529.159,555.71,581.687,606.932,639.524,665.038,690.687,715.255,743.458,766.159,791.163,815.548,843.853,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.834,1.937,2.074,1.594,1.298,F,7,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 7 [Env. 23],6/16/2025 16:08,c4m1,1620,1620,4,46,0,171,150,1.316,4.375,1.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.077,0.993,0.812,4.464,4.187,2.184,0.899,1.317,1.822,0.929,1.72,1.7,1.839,1.34,1.358,1.807,1.307,1.361,1.659,4.525,1.538,2.358,1.781,1.104,3.955,29.989,2.93,33.684,36.715,1.824,1.374,2.055,1.163,3.055,1.898,1.656,2.153,42.732,3.095,2.638,2.054,4.956,6.222,1.636,1.938,2.167,3.343,,,,,,,1.422,,,,,,,,,,,,,,,1.316,4.375,,,,,,,,,,,,,,0.999,1.682,1.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.228,228.484,282.147,1485.448,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.371,5.049,1.422,2.846,1.363,F,8,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 7 [Env. 23],6/17/2025 15:21,c4m1,1620,1620,2,47,0,149,115,8.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,1.071,2.858,3.404,4.571,2.286,1.149,2.98,2.153,1.25,5.591,4.519,11.53,2.382,6.912,2.85,7.3,1.855,2.639,1.647,5.46,1.643,2.103,1.366,2.28,1.884,1.441,1.448,3.985,4.614,2.07,1.675,2.392,1.932,5.7,1.822,1.412,2.133,3.127,1.435,3.195,1.761,4.061,2.272,3.718,1.951,1.415,1.038,,,,,,8.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.883,1615.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237,2.953,8.237,0,1.316,F,9,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 7 [Env. 23],6/18/2025 15:38,c4m1,1620,1620,4,42,0,163,192,10.094,73.241,2.735,8.041,,,,,,,,,,,,,,,,,,,,,,,,,,,4.404,1.744,1.56,1.43,2.8,2.435,15.994,18.825,11.744,0.914,16.074,2.028,2.448,1.525,1.45,2.68,1.922,1.734,8.3,2.026,1.015,1.29,4.033,1.104,1.29,10.684,2.559,1.091,5.431,8.865,1.638,1.826,1.201,2.539,2.735,1.679,2.273,5.849,2.678,1.259,2.359,5.622,2.738,,,,,,,,,,,10.094,,,,,,,,,,,,,,,73.241,2.735,8.041,,,,,,,,,,,,,1.081,2.982,3.083,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,,32.269,650.283,867.226,1400.806,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.528,4.042,10.094,28.006,2.051,F,10,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 7 [Env. 23],6/19/2025 16:18,c4m1,1620,1620,2,39,0,107,196,3.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.568,2.353,3.01,7.278,1.074,1.308,10.231,1.212,2.897,2.155,2.086,2.418,1.98,3.703,20.388,7.147,66.607,2.006,7.094,1.709,2.878,56.439,4.004,5.026,1.497,2.102,1.483,2.366,4.611,7.647,1.654,2.74,2.025,4.379,1.549,2.449,1.989,3.669,3.951,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.439,,,,,,,,,,,,,,,1.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.267,219.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.439,6.999,0,3.439,1.113,F,11,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 7 [Env. 23],6/20/2025 15:56,c4m1,1620,1620,19,26,36.842,155,221,10.942,4.834,195.602,1.637,2.397,2.923,3.057,2.186,1.733,2.118,4.176,2.958,2.884,2.172,1.32,4.094,1.58,1.492,4.318,,,,,,,,,,,,3.446,3.281,23.294,5.848,5.612,2.559,3.847,1.692,2.094,1.454,4.365,1.985,2.816,1.547,2.555,1.736,1.26,1.127,1.361,4.071,1.705,2.846,1.497,2.317,1.458,1.47,14.655,,,,,,,,,,,,,,,,,,,,,,,,,,,10.942,195.602,1.637,2.397,3.057,2.172,1.32,1.58,1.492,,,,,,,4.834,2.923,2.186,1.733,2.118,4.176,2.958,2.884,4.094,4.318,,,,,,1.357,1.371,1.224,2.943,1.518,1.302,1.128,1.325,2.374,1.551,2.551,1.193,1.243,1.755,1.329,1.385,1.673,2.823,1.125,,,,,,,,,,,,36.514,66.879,123.924,615.701,676.848,772.539,833.011,889.842,999.013,1024.937,1055.351,1170.36,1203.461,1325.821,1378.003,1410.784,1467.231,1552.035,1580.189,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,,,,,,,,,,,,100,0,0,0,0,0,0,0,100,100,0,100,0,0,100,0,0,100,100,,,,,,,,,,,,13.285,3.774,24.467,3.222,1.641,F,12,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 7 [Env. 23],6/23/2025 16:52,c4m1,1620,1487.458,30,8,86.667,72,118,4.964,3.603,1.139,7.412,1.031,1.279,1.739,1.229,3.044,3.41,1.39,3.29,2.545,1.833,1.855,2.05,1.277,18.316,2.006,2.044,2.804,2.184,1.656,1.961,1.934,1.222,1.438,5.231,4.752,1.614,1.653,1.523,2.328,2.745,4.762,3.959,14.933,2.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.964,1.139,1.031,1.279,1.229,3.29,2.545,1.277,2.006,2.044,2.804,2.184,1.656,1.222,1.438,3.603,7.412,1.739,3.044,3.41,1.39,1.833,1.855,2.05,18.316,1.961,1.934,5.231,4.752,1.614,1.22,1.52,1.339,1.202,1.124,1.184,3.091,1.181,1.935,1.403,1.11,1.761,1.345,1.31,1.547,1.241,1.057,1.648,1.19,1.075,1.19,1.225,1.43,2.789,1.393,1.138,1.216,1.528,1.314,1.43,29.775,56.894,97.555,143.442,176.293,200.765,232.669,265.034,295.989,360.736,429.147,458.471,506.176,531.496,558.028,604.14,627.299,670.868,703.539,836.78,868.562,971.265,1007.334,1032.663,1061.835,1153.892,1183.679,1416.995,1462.116,1487.457,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,0,100,0,100,100,100,100,100,0,100,100,100,3.008,4.318,2.007,4.01,1.438,F,13,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 7 [Env. 23],6/24/2025 15:49,c4m1,1620,1513.109,30,8,76.667,53,54,1.418,0.953,1.492,1.083,1.74,1.636,1.198,1.678,1.029,4.019,3.24,9.558,1.061,1.489,1.893,1.604,2.175,4.168,1.283,1.456,2.318,1.91,1.366,1.892,1.459,1.471,1.121,3.135,1.484,2.637,1.669,1.987,1.319,3.375,7.537,3.898,1.707,3.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953,1.492,1.198,1.029,4.019,9.558,1.061,1.489,1.893,2.175,1.91,1.459,1.471,3.135,1.484,1.418,1.083,1.74,1.636,1.678,3.24,1.604,4.168,1.283,1.456,2.318,1.366,1.892,1.121,2.637,1.294,1.126,1.22,1.001,1.049,1.54,1.079,1.187,1.585,1.121,1.259,1.454,1.111,1.307,1.298,1.97,1.924,1.326,1.524,1.583,2.133,1.063,1.23,1.294,1.419,1.093,1.268,1.441,1.163,1.329,25.97,48.692,72.727,106.289,155.709,186.052,210.533,247.656,285.875,313.188,421.315,459.578,483.359,541.335,580.744,620.744,673.492,778.608,821.416,877.017,905.102,960.222,1001.323,1049.893,1261.574,1328.699,1352.509,1440.213,1487.987,1513.108,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,100,100,100,0,100,100,100,100,100,0,100,100,100,100,100,0,0,100,0,100,0,100,100,0,100,100,100,100,100,100,2.099,3.111,2.288,1.909,1.346,F,14,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 7 [Env. 23],6/25/2025 14:15,c4m1,1620,968.05,30,3,90,93,83,4.649,1.508,0.806,1.019,1.252,1.37,0.907,1.31,1.496,8.742,1.138,0.99,1.31,1.069,1.995,1.768,0.999,1.947,1.386,2.565,2.24,1.272,1.523,1.068,1.437,1.271,1.358,1.057,1.728,1.645,1.465,1.693,1.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.508,0.806,1.019,1.37,0.907,0.99,1.31,1.069,1.995,0.999,1.272,1.068,1.271,1.057,1.645,4.649,1.252,1.31,1.496,8.742,1.138,1.768,1.947,1.386,2.565,2.24,1.523,1.437,1.358,1.728,0.999,1.071,1.114,1.073,1.133,0.906,1.088,1.89,1.036,1.027,1.363,1.039,0.979,1.02,1.186,1.257,1.326,1.143,0.967,1.356,1.421,0.979,1.211,1.216,1.651,1.091,1.921,1.189,2.327,1.335,27.067,53.563,77.959,102.655,128.833,154.507,179.288,203.908,226.504,258.183,295.553,317.743,342.961,372.965,427.374,453.621,481.001,507.325,560.984,599.982,656.015,695.422,725.76,768.283,809.497,861.186,885.725,909.563,940.914,968.049,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,100,0,100,100,100,100,100,1.761,1.439,1.219,2.303,1.244,F,15,-
A_Mouse Pairwise Must Touch Training v3,Chamber 8 [Env. 24],6/5/2025 15:55,c4m2,1620,783.902,30,0,0,138,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.228,111.88,135.922,159.796,183.689,207.766,231.183,254.571,277.438,300.192,323.641,348.575,372.881,394.969,419.58,443.86,466.406,491.283,513.67,536.917,563.29,585.514,608.646,631.592,654.837,678.955,710.722,739.792,761.818,783.902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,F,1,-
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 8 [Env. 24],6/6/2025 15:40,c4m2,1620,820.531,30,0,96.667,101,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.626,48.22,71.615,95.6,125.913,153.791,179.613,235.614,258.286,290.69,315.191,337.523,360.189,402.762,430.448,456.638,482.08,506.068,537.605,563.944,587.965,610.436,636.324,662.256,684.664,713.925,738.624,764.909,794.207,820.53,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,F,2,-
A_Mouse Pairwise Discrimination v3,Chamber 8 [Env. 24],6/9/2025 16:31,c4m2,1620,1577.711,30,23,56.667,115,165,1.041,1.325,1.504,1.534,1.107,2.495,1.183,1.14,1.178,1.489,0.97,1.525,1.225,1.357,1.489,1.491,1.27,1.557,1.291,1.33,1.484,2.261,1.614,1.787,2.069,1.769,1.806,1.965,1.292,3.26,1.851,1.406,5.02,1.394,1.17,14.562,0.907,0.95,1.281,1.148,0.985,2.012,10.322,4.292,1.129,1.26,1.15,2.52,2.028,1.124,1.302,1.59,1.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041,1.534,2.495,1.14,1.178,0.97,1.27,1.557,1.291,1.33,1.484,1.614,2.069,1.806,3.26,1.325,1.504,1.107,1.183,1.489,1.525,1.225,1.357,1.489,1.491,2.261,1.787,1.769,1.965,1.292,0.767,1.01,0.831,0.915,1.032,1.048,0.95,0.888,0.889,0.994,0.955,1.078,1.121,1.191,1.039,0.946,0.998,0.901,0.879,1.265,1.054,1.372,0.975,1.093,1.375,1.153,0.976,1.002,1.127,1.013,24.845,48.216,78.899,110.471,226.473,292.584,315.583,339.535,366.971,480.004,561.095,643.265,756.129,793.034,871.118,907.564,1026.705,1056.747,1103.006,1126.92,1154.062,1202.358,1225.399,1248.327,1306.441,1334.228,1411.654,1492.15,1538.318,1577.71,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,100,100,100,0,0,100,100,100,0,0,0,0,100,0,100,0,100,0,100,100,0,100,100,100,100,0,0,0,100,100,1.56,2.643,1.603,1.518,1.028,F,3,-
